employee_id,age,years_experience,education_level,department,company_size,region,gender,ethnicity,marital_status,remote_status,training_hours,certifications_count,job_level,performance_rating,manager_feedback_score,work_life_balance_score,salary_satisfaction,annual_income_usd,bonus_percent,commute_time_minutes,overtime_hours_monthly,job_satisfaction_score,promoted_next_year,left_company
1534,47,28,master,IT,large,west,female,black,single,hybrid,21.0,2,entry,2.4,3.4,2.8,3.1,92836.0,8.9,23.0,6,1.0,no,yes
1535,33,24,master,HR,medium,east,male,black,divorced,hybrid,15.0,1,mid,3.3,9.4,4.5,5.4,62927.0,6.2,10.0,6,8.2,no,no
1536,53,35,master,Operations,medium,south,female,hispanic,divorced,on-site,12.0,0,senior,2.6,7.1,1.9,5.1,56674.0,8.7,28.0,6,7.5,no,yes
1537,26,25,bachelor,IT,large,east,female,black,single,remote,24.0,2,mid,2.9,7.0,2.6,4.1,87053.0,5.0,29.0,1,1.0,no,yes
1538,44,37,master,HR,medium,west,male,white,single,on-site,15.0,1,entry,3.9,4.8,4.1,8.4,36821.0,19.3,38.0,6,5.7,no,no
1539,39,0,high school,HR,medium,north,male,hispanic,single,remote,21.0,0,mid,3.1,8.6,4.0,2.0,85147.0,6.1,48.0,5,6.0,no,no
1540,36,19,bachelor,Sales,small,north,female,white,married,remote,1.0,2,mid,3.7,7.4,7.7,4.7,72860.0,13.1,17.0,8,6.2,no,no
1541,60,27,bachelor,Operations,medium,south,male,black,married,on-site,15.0,0,mid,3.2,3.5,1.7,4.9,78981.0,2.7,31.0,1,4.9,no,yes
1542,48,15,high school,Sales,medium,north,male,white,divorced,hybrid,19.0,1,entry,2.5,6.4,8.7,5.2,77299.0,16.5,28.0,2,6.0,no,no
1543,53,16,master,IT,medium,north,female,black,married,remote,30.0,1,mid,2.2,4.9,8.3,8.8,72729.0,10.9,28.0,8,6.7,no,no
1544,61,39,PhD,Sales,small,west,male,black,divorced,on-site,11.0,6,mid,2.7,1.1,7.9,3.0,73543.0,19.6,46.0,6,1.0,no,yes
1545,33,27,high school,Operations,medium,east,female,white,single,hybrid,5.0,2,entry,2.2,8.3,3.8,1.9,47788.0,8.5,31.0,7,2.7,no,yes
1546,63,11,master,Finance,small,north,female,black,single,remote,24.0,0,mid,3.9,2.1,8.4,6.6,56975.0,3.9,35.0,6,7.0,no,no
1547,45,26,high school,Finance,small,west,male,asian,divorced,remote,19.0,2,executive,4.4,5.6,2.6,2.6,105546.0,6.9,35.0,3,1.6,no,yes
1548,62,29,bachelor,IT,medium,west,male,white,single,hybrid,3.0,0,entry,3.0,4.0,2.1,1.7,83457.0,14.7,32.0,2,2.1,no,yes
1549,56,33,bachelor,Finance,large,south,female,asian,divorced,remote,3.0,1,executive,3.2,4.1,1.4,4.8,91212.0,13.2,22.0,3,1.0,no,yes
1550,47,36,bachelor,Sales,medium,west,female,white,divorced,on-site,14.0,1,entry,4.4,5.3,9.5,3.0,63093.0,15.6,49.0,9,3.7,no,yes
1551,58,5,PhD,IT,medium,south,female,black,divorced,remote,19.0,2,senior,2.7,10.0,3.8,4.3,71587.0,1.5,30.0,4,5.7,no,yes
1552,27,6,master,Operations,small,north,female,black,married,remote,34.0,0,entry,2.4,4.7,9.3,3.3,80534.0,11.6,35.0,2,4.6,no,no
1553,25,31,master,IT,small,south,female,hispanic,divorced,hybrid,9.0,0,entry,3.5,2.6,3.5,1.8,94114.0,18.6,33.0,8,1.0,no,yes
1554,63,31,high school,IT,small,west,male,hispanic,divorced,on-site,25.0,0,mid,3.9,6.5,9.2,6.0,66947.0,2.2,9.0,6,4.4,no,no
1555,51,24,PhD,HR,medium,east,male,asian,divorced,hybrid,0.0,1,mid,3.8,3.1,9.1,1.2,79541.0,1.9,20.0,4,6.7,no,no
1556,43,32,high school,HR,small,east,male,black,married,on-site,24.0,0,senior,4.1,1.9,9.3,9.7,84214.0,14.3,31.0,9,7.4,no,no
1557,62,6,master,IT,small,north,male,hispanic,single,hybrid,35.0,2,mid,2.2,1.5,5.5,4.1,88698.0,6.3,22.0,6,3.0,no,yes
1558,30,11,bachelor,Finance,large,north,female,black,married,remote,21.0,0,mid,3.3,1.2,8.8,7.3,65967.0,13.2,34.0,4,5.1,no,no
1559,52,15,high school,HR,small,east,female,white,divorced,on-site,13.0,3,senior,2.7,4.9,9.6,8.3,95634.0,10.9,21.0,4,4.7,no,no
1560,63,15,bachelor,Operations,medium,south,male,hispanic,married,on-site,32.0,3,mid,4.3,4.8,3.9,3.5,41551.0,19.7,30.0,5,6.1,no,yes
1561,50,35,high school,Sales,medium,north,female,asian,single,remote,23.0,0,entry,4.6,2.7,4.8,7.7,47410.0,17.8,13.0,3,3.3,no,yes
1562,59,12,high school,HR,medium,west,male,hispanic,single,hybrid,22.0,0,entry,2.8,8.1,7.5,8.5,79613.0,13.6,38.0,6,3.9,no,yes
1563,51,6,bachelor,IT,medium,north,male,black,divorced,on-site,10.0,0,entry,2.3,2.2,3.7,3.2,79086.0,5.2,35.0,4,1.0,no,yes
1564,38,35,high school,Finance,medium,south,female,other,single,remote,24.0,0,senior,2.8,9.2,7.8,9.9,65301.0,5.2,35.0,5,3.6,no,yes
1565,56,8,high school,Sales,small,north,male,other,married,remote,13.0,1,entry,2.3,6.3,1.7,1.2,61154.0,17.6,29.0,4,1.1,no,yes
1566,22,31,high school,HR,large,west,male,black,married,on-site,23.0,2,entry,3.0,1.2,5.7,3.0,61421.0,11.7,23.0,4,6.0,no,no
1567,34,10,bachelor,Finance,large,west,male,white,single,on-site,20.0,1,entry,3.6,9.7,2.1,8.0,52019.0,15.8,46.0,2,10.0,no,yes
1568,33,7,high school,Finance,small,west,male,hispanic,divorced,on-site,31.0,2,mid,4.9,3.8,3.6,2.7,69101.0,9.0,47.0,5,4.9,no,yes
1569,49,32,bachelor,Finance,small,south,female,other,divorced,remote,14.0,2,entry,3.2,5.0,3.3,7.3,38879.0,2.1,29.0,2,1.0,no,yes
1570,32,22,high school,IT,large,south,female,white,married,hybrid,19.0,2,entry,2.7,3.6,8.6,8.7,92640.0,6.7,24.0,5,3.2,no,yes
1571,59,24,PhD,Operations,medium,west,male,black,single,hybrid,28.0,1,mid,2.5,7.6,2.7,9.6,77638.0,3.2,13.0,7,2.8,no,yes
1572,22,7,master,Finance,medium,west,male,white,married,on-site,18.0,1,senior,2.5,5.4,8.3,5.3,95875.0,15.6,32.0,6,4.6,no,no
1573,52,21,high school,Sales,medium,south,female,black,married,remote,20.0,2,entry,2.6,2.2,8.1,9.7,73221.0,14.0,23.0,4,3.3,no,yes
1574,33,3,master,HR,small,south,female,hispanic,married,remote,16.0,0,mid,4.3,1.9,5.5,4.7,69257.0,1.8,25.0,0,4.4,no,no
1575,47,39,master,Sales,medium,south,male,white,divorced,on-site,18.0,0,entry,2.2,7.5,3.1,3.0,72509.0,12.4,40.0,3,3.2,no,yes
1576,61,2,PhD,IT,medium,east,male,hispanic,single,remote,27.0,1,senior,5.0,3.1,3.0,5.6,56009.0,17.5,20.0,5,4.7,no,yes
1577,37,28,bachelor,IT,small,south,female,white,single,remote,38.0,3,entry,3.6,2.2,5.2,6.8,45131.0,13.9,49.0,9,4.8,no,no
1578,60,28,high school,Sales,medium,west,female,black,divorced,remote,3.0,0,executive,3.6,5.5,1.1,5.1,50310.0,10.2,20.0,3,5.6,no,yes
1579,51,33,bachelor,Operations,large,east,male,black,married,on-site,7.0,1,executive,3.1,8.2,5.8,6.1,61474.0,6.2,10.0,7,4.0,no,no
1580,54,33,bachelor,IT,medium,south,female,white,married,on-site,19.0,2,senior,4.1,3.5,9.6,4.7,52333.0,17.7,23.0,4,6.8,no,no
1581,44,27,bachelor,IT,small,west,male,black,divorced,on-site,20.0,1,entry,3.4,3.5,2.4,5.7,96974.0,8.5,34.0,6,1.4,no,yes
1582,55,12,bachelor,Sales,medium,north,female,asian,single,hybrid,18.0,1,mid,3.0,8.5,6.2,9.6,55893.0,17.1,31.0,5,6.2,no,no
1583,26,14,master,IT,large,east,female,asian,divorced,hybrid,14.0,0,entry,2.8,2.3,9.7,5.5,77873.0,15.7,32.0,6,3.0,no,yes
1584,39,22,PhD,Operations,large,west,female,hispanic,single,on-site,8.0,3,senior,4.8,6.6,8.7,3.3,81687.0,16.3,27.0,2,6.0,no,no
1585,50,25,high school,Operations,medium,north,male,asian,single,remote,14.0,0,senior,2.9,9.6,8.7,7.8,94749.0,19.8,25.0,5,9.7,no,no
1586,27,3,high school,Operations,small,west,male,asian,single,remote,28.0,0,executive,3.3,8.6,8.4,4.0,83633.0,15.0,18.0,8,8.2,no,no
1587,30,25,high school,HR,large,south,male,other,married,on-site,21.0,0,mid,3.1,1.6,3.8,8.3,66531.0,0.7,31.0,6,4.0,no,yes
1588,61,39,master,Operations,medium,south,female,other,married,remote,27.0,2,mid,2.3,3.9,9.0,1.5,104119.0,4.1,41.0,9,3.9,no,yes
1589,52,8,bachelor,Operations,small,north,male,other,divorced,remote,8.0,2,mid,2.6,2.3,9.5,4.0,45120.0,0.7,30.0,7,4.3,no,no
1590,54,4,bachelor,HR,medium,south,male,other,divorced,hybrid,34.0,1,entry,2.6,9.5,5.5,1.8,51198.0,3.8,22.0,3,7.9,no,no
1591,48,31,bachelor,Finance,medium,west,male,black,married,remote,14.0,3,mid,4.1,9.9,4.2,1.8,74398.0,1.2,31.0,2,2.9,yes,yes
1592,35,19,bachelor,IT,medium,north,female,hispanic,divorced,remote,25.0,1,mid,3.2,3.1,4.7,6.9,71718.0,10.0,45.0,8,4.7,no,no
1593,50,10,bachelor,Operations,small,west,male,hispanic,married,on-site,19.0,2,senior,4.3,7.0,4.0,4.5,86343.0,0.6,28.0,3,6.4,no,no
1594,57,14,bachelor,IT,medium,west,male,asian,married,hybrid,15.0,3,mid,4.1,8.6,2.9,8.8,73211.0,9.5,18.0,7,5.2,yes,yes
1595,49,31,master,Sales,large,west,male,hispanic,single,hybrid,24.0,2,senior,2.6,3.1,6.6,5.6,77381.0,18.0,32.0,6,5.9,no,no
1596,42,27,PhD,IT,large,south,female,asian,single,remote,26.0,1,senior,3.7,2.7,6.1,3.7,89923.0,15.0,36.0,2,7.8,no,no
1597,24,21,PhD,HR,large,south,female,hispanic,married,on-site,47.0,0,mid,4.2,1.1,5.2,7.5,72815.0,18.9,39.0,4,3.2,no,yes
1598,40,16,PhD,IT,large,west,female,white,single,hybrid,26.0,1,entry,3.9,4.7,1.9,6.6,83592.0,4.5,37.0,5,2.8,no,yes
1599,52,25,bachelor,IT,small,east,female,white,married,hybrid,26.0,0,mid,3.8,9.1,8.2,8.2,54887.0,10.6,32.0,5,7.3,no,no
1600,56,6,bachelor,IT,medium,west,female,hispanic,single,remote,31.0,1,mid,4.2,9.1,2.6,6.8,56207.0,6.4,22.0,4,5.9,yes,yes
1601,24,25,master,Finance,medium,west,male,black,divorced,hybrid,25.0,1,entry,2.2,2.1,2.0,2.5,87621.0,9.9,20.0,5,4.4,no,yes
1602,47,24,PhD,Finance,large,north,female,asian,divorced,on-site,20.0,0,entry,4.2,2.8,6.6,7.0,72420.0,11.1,27.0,5,6.7,no,no
1603,37,9,high school,Sales,small,west,male,hispanic,married,on-site,23.0,0,executive,2.8,4.7,4.6,4.5,73386.0,0.7,36.0,10,4.3,no,no
1604,32,18,bachelor,HR,large,south,male,asian,married,hybrid,29.0,1,entry,3.7,8.0,1.5,5.2,56130.0,4.7,23.0,3,1.0,no,yes
1605,42,10,high school,IT,medium,north,female,other,single,on-site,34.0,1,mid,2.7,6.5,4.2,9.3,61826.0,14.1,25.0,3,2.2,no,yes
1606,37,12,bachelor,IT,large,east,male,hispanic,single,on-site,5.0,2,senior,4.5,5.6,7.9,4.2,75734.0,15.5,21.0,2,6.8,no,no
1607,30,7,bachelor,IT,small,north,male,black,married,remote,1.0,4,mid,3.4,6.3,6.5,6.5,63978.0,11.4,46.0,3,3.9,no,yes
1608,21,39,bachelor,IT,small,east,male,other,divorced,hybrid,33.0,1,mid,3.9,1.9,4.3,4.3,52761.0,5.4,28.0,0,4.8,no,no
1609,42,3,high school,Finance,large,north,female,hispanic,divorced,hybrid,12.0,1,senior,4.4,5.3,2.7,1.9,52994.0,8.1,37.0,6,4.4,no,yes
1610,46,30,bachelor,Sales,small,north,male,white,married,remote,3.0,0,mid,4.7,9.9,6.7,5.1,57253.0,1.9,46.0,4,5.6,yes,no
1611,38,27,master,Operations,large,east,female,hispanic,divorced,remote,2.0,0,entry,4.2,1.8,9.0,6.4,63221.0,19.1,20.0,9,2.9,no,yes
1612,34,10,high school,HR,small,south,female,white,married,remote,38.0,0,executive,2.4,5.7,6.8,4.7,64470.0,17.4,38.0,6,4.4,no,no
1613,49,0,bachelor,IT,medium,south,female,white,single,remote,29.0,1,mid,4.6,3.7,8.3,4.5,101368.0,1.3,29.0,6,4.9,no,no
1614,32,37,bachelor,Sales,medium,south,male,hispanic,divorced,on-site,12.0,0,mid,3.9,5.9,5.7,8.4,88483.0,3.3,44.0,5,2.4,no,yes
1615,56,23,master,Operations,medium,north,female,hispanic,divorced,on-site,12.0,1,mid,3.8,6.2,7.5,1.3,75938.0,11.6,22.0,5,6.2,no,no
1616,55,30,high school,Sales,medium,west,male,white,single,remote,21.0,1,entry,4.8,6.2,9.1,3.7,107248.0,4.6,32.0,4,6.7,no,no
1617,32,25,PhD,Finance,medium,north,male,asian,single,hybrid,29.0,0,executive,2.7,8.7,8.0,8.3,67689.0,18.7,36.0,4,7.0,no,no
1618,27,4,bachelor,Operations,small,west,male,other,divorced,hybrid,17.0,0,senior,2.7,4.5,9.2,9.3,79510.0,15.1,23.0,7,6.4,no,no
1619,49,19,PhD,Sales,small,west,female,black,divorced,hybrid,12.0,2,entry,3.5,5.6,4.9,4.7,76576.0,5.5,28.0,7,6.9,no,no
1620,31,10,PhD,Finance,medium,south,male,hispanic,married,remote,31.0,1,executive,4.3,1.1,9.1,9.0,79451.0,0.1,29.0,1,3.4,no,yes
1621,53,32,high school,Sales,medium,west,male,other,married,on-site,20.0,2,senior,3.3,8.1,6.6,2.8,55032.0,16.0,41.0,2,4.3,no,no
1622,26,37,high school,Sales,large,north,male,other,divorced,on-site,18.0,0,mid,3.9,3.3,8.8,3.0,63911.0,8.5,52.0,10,4.4,no,no
1623,35,26,high school,Operations,medium,north,male,asian,married,on-site,26.0,2,mid,3.4,8.3,1.4,8.6,53769.0,12.8,46.0,7,3.5,no,yes
1624,52,33,bachelor,Finance,medium,south,female,other,single,on-site,0.0,0,entry,3.8,3.4,6.9,9.1,78153.0,5.7,44.0,5,4.7,no,no
1625,31,14,high school,IT,medium,east,female,hispanic,married,hybrid,25.0,4,mid,4.5,1.1,8.6,3.0,70067.0,2.9,0.0,5,1.0,no,yes
1626,43,31,high school,HR,small,north,female,other,married,hybrid,24.0,1,entry,2.5,2.4,2.6,1.5,32357.0,13.5,31.0,8,1.0,no,yes
1627,46,20,bachelor,Operations,medium,west,male,hispanic,divorced,on-site,6.0,2,mid,4.1,9.9,7.0,1.8,80271.0,9.0,31.0,7,5.2,yes,no
1628,54,4,high school,Finance,large,north,male,hispanic,married,remote,1.0,0,mid,4.4,3.9,8.4,3.4,74335.0,4.7,38.0,4,2.9,no,yes
1629,54,5,high school,Sales,large,north,nonbinary,white,divorced,on-site,14.0,2,senior,3.3,2.0,3.6,7.9,104085.0,2.8,16.0,7,5.8,no,yes
1630,49,37,bachelor,Finance,medium,north,male,asian,divorced,on-site,22.0,0,senior,3.0,2.1,4.6,5.6,88540.0,11.6,37.0,5,4.0,no,no
1631,24,21,high school,HR,medium,east,female,black,divorced,remote,23.0,0,entry,2.0,3.8,6.1,5.1,92257.0,14.5,9.0,4,3.8,no,yes
1632,37,17,bachelor,HR,large,west,male,white,single,on-site,37.0,0,senior,4.4,1.3,5.7,6.3,47423.0,5.7,40.0,5,2.2,no,yes
1633,55,13,bachelor,IT,medium,south,female,black,married,hybrid,22.0,4,mid,3.0,5.6,1.4,9.0,92364.0,14.7,14.0,4,1.0,no,yes
1634,33,9,bachelor,IT,small,north,male,hispanic,married,remote,6.0,1,mid,3.1,2.9,1.9,1.8,66102.0,3.7,42.0,5,1.0,no,yes
1635,61,12,master,HR,small,west,male,white,married,remote,17.0,1,entry,3.0,5.7,1.9,7.3,56162.0,6.8,42.0,6,3.9,no,yes
1636,59,30,bachelor,Operations,medium,west,female,other,divorced,on-site,7.0,1,senior,3.5,2.3,3.4,9.3,30000.0,14.9,27.0,4,3.4,no,yes
1637,35,29,bachelor,Operations,large,south,female,other,single,hybrid,18.0,0,senior,4.1,4.9,3.2,2.9,96267.0,13.2,34.0,6,1.5,no,yes
1638,49,2,bachelor,Sales,medium,north,male,black,divorced,hybrid,34.0,3,senior,4.3,6.4,7.7,8.5,64309.0,5.4,30.0,9,9.3,no,no
1639,49,29,master,IT,small,east,female,hispanic,married,hybrid,25.0,2,senior,3.2,1.6,6.2,7.3,67556.0,2.4,15.0,4,6.0,no,no
1640,31,5,master,Sales,small,west,female,black,divorced,on-site,13.0,1,entry,4.0,4.6,7.9,1.1,76421.0,0.8,36.0,6,3.1,no,yes
1641,52,28,master,IT,large,south,male,asian,divorced,on-site,26.0,2,senior,4.2,3.7,1.6,3.1,107246.0,16.8,42.0,2,3.4,no,yes
1642,22,7,bachelor,HR,large,east,male,other,married,hybrid,12.0,0,mid,2.9,3.2,5.4,6.5,65483.0,1.5,27.0,8,6.5,no,no
1643,34,32,high school,Operations,medium,west,male,white,divorced,on-site,0.0,0,entry,2.3,6.4,3.9,5.5,69691.0,2.3,36.0,2,4.9,no,yes
1644,40,16,high school,Operations,medium,north,male,white,divorced,hybrid,8.0,0,mid,4.7,6.3,8.6,5.8,89373.0,4.8,21.0,3,5.3,no,no
1645,42,10,high school,HR,small,west,female,white,single,on-site,25.0,0,mid,4.0,6.7,7.4,3.1,64418.0,8.9,39.0,4,1.2,no,yes
1646,31,12,PhD,Sales,large,east,male,other,divorced,remote,28.0,0,entry,3.9,2.4,8.8,7.1,53376.0,15.8,30.0,5,4.6,no,no
1647,47,10,bachelor,Sales,large,east,male,hispanic,single,remote,37.0,0,entry,2.2,3.6,1.4,3.4,30000.0,4.9,30.0,7,1.0,no,yes
1648,23,30,master,Finance,small,north,male,other,married,on-site,23.0,0,entry,4.5,2.9,7.5,4.5,96726.0,10.9,35.0,4,2.8,no,yes
1649,37,27,bachelor,IT,large,north,female,other,single,on-site,33.0,0,entry,3.7,5.9,5.9,4.3,74775.0,1.8,45.0,11,3.8,no,yes
1650,64,5,master,Sales,small,south,male,white,divorced,hybrid,26.0,0,entry,4.5,5.1,8.4,7.0,80921.0,9.3,35.0,2,5.0,no,no
1651,48,15,high school,HR,small,north,male,other,married,remote,29.0,1,entry,4.9,4.0,5.6,1.8,60277.0,3.6,19.0,6,2.5,no,yes
1652,49,3,high school,Sales,small,south,male,white,divorced,hybrid,31.0,0,entry,4.9,8.1,5.9,2.8,83595.0,4.2,23.0,3,2.1,yes,yes
1653,41,34,bachelor,Operations,small,east,female,hispanic,divorced,on-site,25.0,3,executive,4.6,1.8,1.5,2.8,58324.0,7.3,29.0,3,1.0,no,yes
1654,36,25,bachelor,IT,medium,east,male,asian,single,hybrid,31.0,1,senior,2.0,9.8,7.0,2.0,73253.0,15.2,35.0,5,7.1,no,no
1655,57,11,bachelor,Finance,medium,west,female,white,divorced,hybrid,13.0,0,entry,4.7,2.0,3.5,2.9,72156.0,14.9,18.0,5,5.6,no,yes
1656,40,10,master,IT,medium,west,male,black,single,on-site,0.0,0,executive,2.2,8.0,1.2,6.5,92587.0,8.3,33.0,7,4.3,no,yes
1657,26,36,high school,Operations,medium,south,male,asian,married,remote,27.0,0,mid,4.6,4.3,1.6,7.6,82940.0,2.4,39.0,6,1.1,no,yes
1658,39,24,bachelor,Operations,small,north,female,hispanic,married,hybrid,24.0,1,mid,2.8,8.8,9.6,6.9,57469.0,5.6,25.0,4,8.9,no,no
1659,25,17,bachelor,Operations,small,north,male,asian,divorced,on-site,11.0,1,mid,3.8,1.7,4.1,5.3,82026.0,10.1,50.0,3,6.9,no,no
1660,23,18,high school,Operations,medium,west,female,white,single,hybrid,7.0,0,mid,2.1,4.4,8.8,1.5,62658.0,17.4,23.0,7,6.7,no,no
1661,21,22,master,HR,medium,east,female,hispanic,divorced,on-site,21.0,0,entry,4.3,4.0,9.6,9.6,53755.0,19.4,32.0,3,8.7,no,no
1662,58,37,master,Finance,small,south,female,black,divorced,on-site,27.0,0,entry,2.3,9.9,9.5,2.5,81020.0,12.7,9.0,3,4.0,no,no
1663,35,17,master,Operations,large,east,female,white,divorced,on-site,25.0,4,mid,3.2,9.9,8.9,7.0,73880.0,7.0,27.0,4,5.9,no,no
1664,54,25,master,Operations,large,east,male,white,divorced,remote,10.0,1,mid,4.5,2.7,9.1,9.2,46081.0,13.9,29.0,5,7.8,no,no
1665,55,5,master,Sales,large,north,male,hispanic,single,remote,12.0,1,senior,4.1,6.7,3.6,7.3,59696.0,6.7,26.0,5,2.1,no,yes
1666,45,3,high school,Finance,medium,south,female,hispanic,divorced,on-site,27.0,1,entry,2.0,5.8,2.4,3.0,84908.0,12.5,23.0,8,2.0,no,yes
1667,44,28,master,IT,small,east,female,asian,married,remote,21.0,2,senior,3.2,2.4,6.8,3.8,77782.0,4.9,25.0,10,3.9,no,yes
1668,32,33,bachelor,Finance,medium,west,female,black,single,hybrid,31.0,1,mid,2.1,2.5,5.4,1.3,78621.0,5.3,36.0,6,3.7,no,yes
1669,38,16,high school,Finance,small,west,male,asian,divorced,remote,17.0,1,executive,4.0,9.9,1.9,6.5,106907.0,1.5,11.0,7,4.3,no,yes
1670,35,15,high school,Finance,medium,north,male,asian,single,remote,27.0,0,entry,4.9,5.1,7.1,6.5,89920.0,8.4,11.0,5,5.0,no,no
1671,64,1,master,Operations,small,west,female,white,divorced,hybrid,20.0,1,senior,4.0,2.1,6.1,7.5,67664.0,12.4,25.0,5,4.3,no,no
1672,36,33,master,Operations,large,west,male,hispanic,married,hybrid,13.0,2,senior,2.7,2.9,8.8,1.1,61921.0,15.8,29.0,2,3.3,no,yes
1673,47,7,high school,HR,small,east,male,white,married,hybrid,29.0,2,mid,3.1,3.4,6.5,8.4,56397.0,16.2,22.0,1,3.6,no,yes
1674,28,12,master,IT,large,west,male,black,married,on-site,10.0,2,mid,4.9,5.6,6.2,7.6,60804.0,19.8,31.0,5,4.8,no,no
1675,45,7,PhD,Sales,large,west,female,asian,single,hybrid,21.0,3,entry,2.7,4.0,5.0,2.3,38017.0,1.8,36.0,4,2.1,no,yes
1676,37,29,high school,Finance,medium,east,male,black,married,hybrid,22.0,0,executive,3.7,5.1,5.2,4.1,45678.0,9.9,40.0,0,5.7,no,no
1677,49,31,high school,IT,large,north,female,hispanic,divorced,hybrid,19.0,1,entry,3.2,2.5,9.6,6.7,83155.0,10.4,43.0,4,5.6,no,no
1678,28,35,master,IT,medium,north,male,hispanic,divorced,on-site,30.0,2,mid,4.3,3.9,2.2,5.5,100696.0,16.1,17.0,5,2.8,no,yes
1679,35,29,high school,HR,large,south,female,other,divorced,remote,26.0,0,entry,4.6,1.6,5.0,2.0,71105.0,5.3,22.0,6,1.9,no,yes
1680,47,0,bachelor,Sales,medium,west,female,black,single,on-site,25.0,1,mid,3.0,9.0,6.9,1.8,55948.0,1.4,21.0,4,7.2,no,no
1681,27,38,high school,Finance,large,east,male,white,single,remote,21.0,3,mid,4.0,2.8,4.9,8.0,30000.0,6.3,40.0,7,3.2,no,yes
1682,23,16,bachelor,Sales,medium,south,female,black,married,hybrid,39.0,1,senior,3.6,7.8,3.5,2.4,104077.0,19.7,24.0,3,5.3,no,yes
1683,49,19,master,HR,large,north,male,asian,single,on-site,35.0,2,mid,2.8,4.1,3.6,2.5,43230.0,18.0,33.0,4,5.2,no,yes
1684,64,23,bachelor,Operations,medium,north,male,hispanic,divorced,on-site,29.0,1,executive,2.8,5.3,3.1,8.5,40558.0,7.9,16.0,4,5.2,no,yes
1685,44,21,master,IT,medium,east,female,hispanic,divorced,remote,28.0,2,mid,3.6,3.6,4.1,6.5,64051.0,17.5,24.0,8,1.0,no,yes
1686,23,28,master,Finance,large,south,male,black,divorced,on-site,14.0,1,entry,2.5,7.3,8.8,6.4,69153.0,0.7,21.0,3,5.3,no,no
1687,40,21,master,Operations,large,south,male,black,single,on-site,20.0,4,entry,4.4,8.6,5.5,5.3,70207.0,6.3,37.0,5,3.6,yes,yes
1688,35,8,bachelor,HR,medium,east,male,black,divorced,remote,26.0,0,senior,2.2,3.6,3.2,6.1,52901.0,14.5,18.0,7,1.0,no,yes
1689,45,36,high school,Sales,small,east,male,asian,married,on-site,31.0,0,entry,2.3,3.2,4.5,6.4,78314.0,4.4,48.0,5,5.8,no,no
1690,50,9,bachelor,IT,medium,south,female,asian,single,on-site,29.0,0,mid,3.0,7.1,2.0,9.7,59565.0,4.0,32.0,5,5.4,no,yes
1691,34,35,high school,Finance,large,north,male,white,divorced,hybrid,26.0,1,entry,2.4,2.8,9.1,3.0,60061.0,17.2,23.0,6,1.0,no,yes
1692,27,36,master,Operations,large,west,female,black,divorced,hybrid,40.0,2,mid,3.4,6.8,4.7,2.9,64426.0,12.3,33.0,4,4.0,no,no
1693,37,27,bachelor,Operations,large,north,female,white,single,hybrid,19.0,1,senior,3.2,1.8,9.8,1.5,56462.0,19.8,22.0,5,2.5,no,yes
1694,64,27,bachelor,IT,small,east,male,other,single,hybrid,30.0,0,mid,4.2,6.6,4.1,6.9,44914.0,2.7,19.0,8,6.4,no,no
1695,40,20,high school,Sales,medium,south,male,asian,married,hybrid,29.0,0,entry,4.9,5.6,8.5,5.9,46220.0,7.1,37.0,5,4.1,no,no
1696,56,23,master,HR,medium,south,female,hispanic,single,on-site,24.0,2,entry,4.3,2.0,3.3,2.0,47897.0,6.2,44.0,2,2.6,no,yes
1697,29,39,master,Sales,large,west,male,other,divorced,on-site,25.0,1,entry,2.5,6.8,1.7,4.3,79122.0,17.6,34.0,7,4.0,no,yes
1698,58,1,bachelor,Sales,small,south,male,hispanic,married,hybrid,25.0,1,entry,4.8,5.0,1.3,2.6,77982.0,5.1,18.0,3,1.0,no,yes
1699,42,7,master,Sales,large,west,male,other,divorced,remote,13.0,3,mid,3.2,3.0,6.5,4.0,64625.0,7.1,22.0,4,1.6,no,yes
1700,22,26,high school,IT,medium,north,female,white,divorced,hybrid,24.0,0,mid,3.4,4.2,3.8,9.6,65618.0,2.9,45.0,4,8.4,no,yes
1701,44,21,bachelor,IT,small,north,female,white,divorced,on-site,27.0,2,entry,3.3,5.4,5.0,7.1,93351.0,15.5,38.0,3,5.3,no,no
1702,28,36,master,HR,medium,south,male,asian,single,remote,23.0,1,mid,2.8,1.8,8.4,1.1,80284.0,4.8,19.0,7,3.4,no,yes
1703,31,26,bachelor,Sales,small,south,male,hispanic,single,hybrid,2.0,0,mid,4.7,9.6,3.2,3.3,101298.0,1.4,23.0,5,6.9,yes,yes
1704,33,28,PhD,IT,medium,east,female,other,divorced,remote,4.0,2,entry,3.0,7.0,3.8,1.1,58454.0,8.7,32.0,1,7.0,no,yes
1705,37,2,high school,HR,small,east,female,black,single,hybrid,12.0,2,mid,3.7,1.9,8.6,7.4,46701.0,7.8,29.0,3,7.6,no,no
1706,28,12,high school,HR,small,south,female,black,divorced,on-site,19.0,2,entry,2.7,8.4,5.4,5.2,89938.0,3.6,51.0,5,2.4,no,yes
1707,41,9,PhD,Sales,large,south,female,asian,single,hybrid,12.0,1,mid,4.4,3.9,8.4,9.9,69589.0,2.7,23.0,7,5.7,no,no
1708,38,35,high school,Finance,small,north,male,hispanic,single,remote,26.0,2,senior,4.3,6.4,4.4,7.6,53943.0,17.9,36.0,6,4.2,no,no
